Feature,365_FC_CURE_SO010-S2_Male_CD,427_FC_CURE_SO105-S2_Male_CD,367_FC_CURE_SO107-M15_Female_CD,023_FC_CURE_SO110-M3_Male_CD,357_FC_CURE_SO111-S2_Male_CD,265_FC_CURE_SO114-M21_Female_CD,327_FC_CURE_SO116-S2_Female_CD,400_FC_CURE_SO014-S2_Female_CD,241_FC_CURE_SO002-M3_Male_CD,337_FC_CURE_SO022-S2_Male_CD,402_FC_CURE_SO024-M6_Male_CD,216_FC_CURE_SO027-M6_Female_CD,414_FC_CURE_SO003-M15_Male_CD,100_FC_CURE_SO032-S2_Female_CD,372_FC_CURE_SO033-S2_Female_CD,250_FC_CURE_SO036-S2_Female_CD,275_FC_CURE_SO038_S2_Male_CD,281_FC_CURE_SO039-S_Male_CD,355_FC_CURE_SO043-M6_Male_CD,310_FC_CURE_SO044-S2_Male_CD,424_FC_CURE_SO048-M3_Male_CD,394_FC_CURE_SO005-S2_Male_CD,008_FC_CURE_SO055-M3_Female_CD,429_FC_CURE_SO056-M9_Female_CD,225_FC_CURE_SO057-M3_Male_CD,299_FC_CURE_SO059-S2_Female_CD,352_FC_CURE_SO061-S2_Female_CD,217_FC_CURE_SO062-M3_Male_CD,269_FC_CURE_SO066-S2_Male_CD,212_FC_CURE_SO007-S2_Male_CD,042_FC_CURE_SO071-S_Male_CD,346_FC_CURE_SO072-S2_Male_CD,420_FC_CURE_078-M3_Male_CD,396_FC_CURE_SO009-S2_Female_CD
Creatine,0.47551975,0.666992552,4.628122262,2.093121407,0.517640223,2.36794117,0.38659002,263.9536661,0.423725094,0.524926113,0.51735476,1.834538715,1.459177717,0.792589887,225.2093047,3.019118104,140.7822813,295.4970658,0.236519902,69.56300933,0.066845942,70.81491474,0.34475811,2.722857032,7.033986754,1.045276862,6.518935966,0.187528243,0.718621274,299.13342,193.4864094,426.0202452,1.736285995,0.612041772
Creatinine,0.414710587,0.338368099,18.37083146,0.456032631,0.607240533,0.269431515,0.225069419,70.70187484,0.667541802,0.996284783,0.618664581,76.49200102,0.407734385,0.273765229,211.9616985,1.793828281,31.30682899,179.4089328,0.272402353,41.68665633,0.269689605,57.76147424,0.592778522,0.335343616,45.76135361,0.671771592,33.5542668,0.941560695,0.709431625,29.62845303,118.5769922,253.3529488,1.142426708,0.888557504
Crotonic acid,5.500285955,12.07552685,2.334212637,21.18416633,35.45420974,15.56707151,11.85495679,3.169726553,8.676762834,14.07789371,9.52190782,4.041222343,9.290380792,14.11732609,2.187975471,6.912351184,1.353920643,6.467550346,31.08144999,2.89088079,11.16746731,15.31280804,11.81363654,30.81912626,45.40352681,7.317063664,56.18850161,15.41482362,8.320604315,7.456168851,19.16278283,55.26658066,5.933986813,29.91141663
Cyclic GMP,0,0.018895701,0.029751888,0,0.020794511,0.060528198,0.005417498,0.026875419,0.036851605,0.012128898,0.127913272,0.016064716,0.026222623,0,0.025755247,0.068249816,0,0.048152623,0.009742508,0.115811907,0,0.01636243,0.004371094,0.072658132,0.012676555,0,0,0.004249308,0,0,0,0.080834555,0.011934095,0
Cystathionine,0.036798437,0.02550187,0.015301083,0.004487368,0.045593799,0.044519752,0.009933705,0.018613054,0.017405315,0.046110816,0.019927449,0.004503979,0.066401644,0.018533193,0.060380624,0.019392227,0.190534669,0.134747427,0.014752632,0.142271231,0.008524931,0.07359231,0.005495494,0.020788703,0.107862679,0.050099718,0.057540259,0.021226904,0.06804462,0.013607747,0.333397529,0.103064557,0.006210812,0.096533603
Cysteate,0.040276988,0.053779879,0.11418272,0.02621508,0.076670244,0.06661295,0.029114739,0.11588615,0.034903167,0.045486847,0.037448583,0.009181907,0.059773967,0.053607508,0.046225948,7.820641321,0.030997352,0.038438342,0.026978632,0.087067495,0.048331811,0.035775139,0.02576917,0.131242698,0.025915674,0.067740446,0.045741807,0.012712261,0.043800131,0.167315259,0.065863074,0.035757519,0.033307538,0.071507671
Cysteine,0.051415063,0.063893439,0.186441018,0.018611781,0.052102586,0.104955235,0.031366154,0.055311972,0.050886138,0.044257562,0.047972382,0.068502513,0.076296581,0.032582546,0.033269479,0.056971812,0.040226513,0.036019981,0.045029957,0.096593568,0.040995972,0.041601798,0.017676082,0.121018517,0.068037202,0.076333318,0.087586071,0.029120247,0.102361891,0.04028988,0.027625338,0.098921371,0.041589578,0.06965222
Cystine,0.021298486,0.076016064,0.153514952,0.025503703,0.028234786,0.12669731,0.089870224,1.540951427,0.126347129,0.059291389,0.02703732,0.039045584,0.079427684,0,0.166406665,0.250198533,0.193103903,0.989121703,0.015597045,0.217738791,0.013180472,2.741019129,0.033521772,0.369247323,0.122935919,0.161277732,0.162798049,0.015237051,0.475386549,0.016976052,0.025559805,0.637219931,0.581955486,0.225508244
Cytidine,0.233845288,0.485848772,0.465460064,0.392946271,0.927750377,0.388384141,0.125129409,0.181319362,0.627720713,0.325809047,0.754373181,0.112902329,0.992850808,0.582580772,0.693421368,1.704670475,0.403151401,0.521818488,0.36969282,0.356062188,0.100349561,0.23422962,0.35085313,0.703099544,0.755781356,2.254882,0.101374574,0.555535444,0.35354314,0.34936383,0.076157901,0.45217331,0.599922805,0.735472262
"Cytidine 2',3'-Cyclic Phosphate",0,0.058322804,0.147117549,0.023144893,0.031028621,0.108824807,0.014744274,0.032214305,0.028859428,0.015684335,0.094511063,0.129729344,0.096870272,0,0.173807654,0.274376496,0,0.023959353,0.017312776,0.404899509,0,0.04288124,0.010308432,0.10387096,0.049612167,0.03334209,0.030799738,0,0,0,0,0.040163393,0.058005474,0.01856075
Cytosine,0.166389378,0.695586614,0.437162877,0.051324529,0.405016063,0.718361817,0.189644661,0.185045793,0.52321305,0.086528004,0.605006309,1.835125499,0.405203985,0.024790566,1.101271444,3.726821631,3.431154335,0.135921039,0.155117303,2.188732807,0.178519334,1.236101859,0.094099621,0.531715712,0.700515743,0.827090849,0.167235074,0.138163058,1.278586277,0.159133899,0.213330357,0.302325468,0.356732299,0.183095997
D-Mannosamine,0.09280742,0.1823191,0.221027729,0.079694874,0.068089512,0.324795398,0.05354603,0.136514292,0.065089709,0.102972839,0.072419315,0.087760771,0.098022932,0.103148096,0.080783423,0.157862011,0.139312809,0.430836063,0.187791901,0.123099873,0.049963442,0.335527026,0.049732008,0.355411098,0.186223723,0.132154724,0.118093645,0.036998053,0.288651949,0.115240539,0.051401468,0.138021995,0.134653727,0.081852451
D-Pinitol,0.102724221,0.1793721,0.210071344,0.210237864,0.207525808,0.477638023,0.127046364,0.068543147,0.124120928,0.073113272,0.514196053,0.165299151,0.201427749,0.136287077,0.118304114,0.170053927,0.402942479,0.181952528,0.055925294,0.682266278,0.096964633,0.350917455,0.140728872,0.374507769,0.396815421,0.424354081,0.251722135,0.037897625,1.319757171,0.29063847,0.14801954,1.126194764,0.470190219,0.125657482
D-Sedoheptulose,0.039664862,0.137412206,0.052541477,0.030255175,0.033578575,0.23361116,0.121590372,0.037868702,0.050536198,0.02349903,0.100320975,0.016242522,0.060356556,0.049305335,0.024820031,0.074085516,0.121045095,0.136239847,0.050806214,0.086350553,0.019315198,0.037596201,0.013189942,0.549116044,0.059378224,0.317259294,0.053567985,0.015859729,0.298260395,0.027794226,0.031134364,0.035185973,0.039676924,0.094340979
d3 Decanoyl-Carnitine,0.032649915,0,0,0,0,0,0,0.949994711,0,0,0.026673839,0.996205265,0,0,0.476451802,0,0.413861579,6.54819487,0,0.014182404,0,3.250564056,0,0,0,0.144460004,0,0,0,0.709838922,0.48582163,2.155720213,0,0
Decanoic acid,10.33722343,24.82588855,4.800371591,32.12378598,40.38657939,9.264636783,11.91113295,14.99334298,21.2063437,12.6967833,17.23994864,13.31039901,10.16428752,23.83224593,2.545581874,17.97685553,8.279714449,7.699663148,40.17594455,2.655099511,17.57608519,12.72763156,13.24143572,28.57304278,19.25102512,13.31409844,22.91274561,89.97866838,5.736182622,17.28428595,34.30097487,32.75443448,12.78577604,20.72879074
Deoxycarnitine,64.17891521,10.82283928,584.994177,31.94734863,221.3790879,196.1302186,17.42684589,15.38685695,16.29099907,11.22299931,138.8477677,74.82187,498.8613057,4.783614113,22.8994335,45.42776104,4.950411331,119.3714337,8.061016729,28.25997254,13.61532164,68.85689867,35.67896764,73.67382265,707.7238513,51.51354657,47.85850653,3.240028423,263.5000052,109.1124761,60.70857982,411.4968277,92.19180518,43.14902232
Deoxycholate,52.43375426,704.0049626,778.8779614,138.492981,214.8826361,986.8708672,479.7786068,2225.799763,236.93117,222.5801689,1027.380294,1327.754166,428.0170966,191.1432151,1311.51301,201.5856896,2126.501592,616.7914944,390.7207501,1368.243014,8.657064596,1168.282925,1574.795813,367.5629529,1174.053521,289.9728696,354.746144,88.34269259,758.7388542,1381.711512,596.4351701,85.52679165,337.6037936,57.61707718
Deoxycorticosterone Acetate,0,0,0.147230146,0,0.197127789,0,0,0,0,0,0,0,0.069968599,0,0,0,0.005512503,0.052825941,0,0,0,0.052001232,0,0,0,0,0.111122646,0,0,0,0,0,0,0
Deoxycytidine,0.421893535,0.497391823,0.582943435,0.320793888,0.586948294,3.004012582,0.816172058,0.841565735,0.233490418,0.117347206,1.245883349,0.375892563,0.86735491,0.150300341,1.749566692,1.878835885,0.667072034,0.982718528,0.364796584,1.396507422,0.06406502,0.491255681,0.126670012,1.464253399,0.74673691,1.548869102,0.42317083,0.194626167,1.493413223,0.623635465,0.234960364,0.692039142,0.38486624,2.213631447
Deoxycytidine Monophosphate,0.026309925,0.0128096,0.119862375,0.014975932,0,0,0,0.029062868,0.015466874,0.020572359,0.064188818,0.121267508,0.01281513,0,0.745633874,0.063285485,0.053298455,0.01424379,0.048162192,0.441479489,0,0.142769238,0,0.169162944,0.061532449,0.033407603,0.085427568,0.012385874,0.015063048,0.006567896,0,0,0,0.027796859
Deoxyguanosine,0.862153869,0.775370438,0.817328376,0.259000484,0.466477861,0.571052533,1.069139251,0.495579938,1.758416981,0.222391212,1.413987654,0.181604837,1.472149843,1.282963497,1.602575747,2.168987337,0.782407169,0.179256689,0.304817535,1.390244681,0.33963485,0.81956445,0.153929509,1.207996944,0.313041978,4.494662175,0.414370255,0.045110062,1.82319074,0.421438415,0.088890174,0.922773537,9.324295173,3.061272495
Deoxyguanosine monophosphate,0.291233235,0.03178548,0.405336362,0.7185785,1.066169252,0.090952999,0.048141679,0,0.035718586,0.730748324,0.056398548,0.104585348,0.420556127,0.15007649,0.320259484,0.10994236,0.07314047,0.028427024,0.916835049,0.207409844,0.243746522,0.061561006,0.452865843,0.455162498,2.537711381,0.043638271,0.136951397,0.366669316,0.017066178,0.062551584,0.091310644,1.002967012,0.022109578,0.087830364
Deoxyribose,0.088495505,0.529574961,0.402262596,0.313017586,0.139893439,0.511830736,0.374245894,0.141807783,0.164520281,0.145499983,0.245196875,0.296476323,0.203926804,0.29448723,0.110918564,0.308629156,0.831363069,0.162353545,0.161253952,0.369766112,0.255472618,0.184742646,0.118844441,8.007527504,0.28890037,0.390017717,0.311296678,0.084699777,1.604140542,0.292986615,0.353737804,0.310493779,0.319026805,0.338079442
Deoxyuridine,0.07989543,0.246030799,0.166879498,0.159275833,0.11649065,0.211500305,0.302088563,0.069421046,0.197505047,0.122189206,0.266797747,0.108094238,0.27520307,0.103715239,0.188500997,0.357075562,0.88948875,0.226047598,0.089311301,0.162867905,0.322126913,0.617261027,0.107999403,0.345708372,0.272508989,0.624388999,0.153348648,0.050901243,0.524324929,0.269514354,0.178778635,0.235648059,0.345058652,1.005284931
Dethiobiotin,2.593535815,2.017852135,4.95864557,0,2.415491013,14.95312908,6.048495446,3.262353767,0.267840551,1.416757614,1.630071048,2.529055491,7.612033346,1.554131889,12.4869371,1.4094215,4.483549089,1.707059317,0.294518917,1.1999799,0,0.685472173,0.196277341,7.073172674,0.7607728,6.675167854,6.99125982,0,11.6151827,1.227427316,0.485562298,0.441729406,13.29394974,9.531816375
Diaminopimelate,0.06231562,0.113123933,0.216016225,0.030739789,0.040986435,0.230677741,0.804164103,0.062452603,0.098254704,0.032297624,0.046919101,0.033662343,0.173711834,0.181449416,0.17454996,1.036080648,0.234241566,0.31289891,0.029948885,0.078115113,0.079100689,0.008944546,0.043229813,0.081666942,0.07679301,0.242143697,0.064773827,0.028931641,0.263635308,0.099663879,0.016007025,0.384969075,0.28627216,0.08618687
Didecanoyl-Glycerophosphocholine,0.031071308,0.70906456,0,0.012862704,0,0.008118734,0.003073074,0.03288556,0.005188939,0.002364527,0.006708129,0.003862623,0.004307917,0.015718869,0,0,0.001588896,0.004569375,0.009886952,0,0.011866567,0.018446494,0.006861295,0,0.006974566,0.009074103,0.022669016,0.018827668,0.008439046,0.019872518,0.017579573,0.023454899,0.005286303,0
Diethanolamine,0.422152222,0.481859391,1.617867626,0.637605093,0.454501017,0.321512879,0.294061579,0.494740191,0.40998304,0.355766559,0.220322475,0.218974166,0.362315334,0.461499172,0.159042966,0.23512035,0.079692043,0.194241894,0.494322937,0.090060724,0.411551259,0.405134978,0.293864006,0.725467494,0.457732096,0.5202295,0.727283894,0.330874954,0.248005198,0.257534838,0.404160265,0.750232082,0.236178513,0.954742523
Diethyl 2-Methyl-3-Oxosuccinate,2.28289373,2.626678632,0.786724839,9.857053428,8.06269212,2.225017444,2.068865991,4.320460528,3.156757665,2.341093012,2.588831163,1.268944299,2.953640585,4.901060639,2.12032172,1.858665302,0.192716879,1.847563818,2.569117189,2.533280577,1.738916762,3.768863852,2.633334792,9.013617525,3.30617848,4.578458059,6.126211212,3.961753966,4.188344031,3.31199923,2.857018397,4.788912085,3.799056503,3.372114864
Dihydrobiopterin,0.056393535,0.044718074,0.416326263,0.036880895,0.094674689,0.042538879,0.051554126,0.041388257,0.025142791,0.026778423,0.039795048,0.083596495,0.062315968,0.095167319,0.10974381,0.038350278,0.016291721,0.022611054,0.043074167,0.093865065,0.062474153,0.023520014,0.016595957,0.061483227,0.084646526,0.109907634,0,0.023795391,0.055207241,0.036597528,0.060268728,0.050658277,0.037856677,0.160474532
Dihydroorotate,0.027490065,1.536913191,0,0.073603538,0.021344334,0.076847917,0.43548917,0.101706839,1.42748637,0.0401578,0.062458579,0.060713129,0.525524262,0.070190886,0.032442949,0.036764506,0,0.328264944,0.028553082,0.388489207,1.441573122,1.870403647,0.068396054,2.186961293,0.032489582,0.165875027,0.866492343,0.012868712,0,0.089278083,1.408365569,0.786862025,0.548997761,0.929825218
Dihydrouracil,0.093161781,0.116100205,0.150352943,0.193917624,0.147074424,0.094126204,0.058793822,0.038844565,0.079179535,0.186719995,0.280931158,0.042371025,0.254886837,0.262150163,0.06310621,0.154914606,0.061758184,0.032040309,0.03953747,0.032678336,0.029557558,0.043045374,0.057546227,0.162125225,0.129070163,0,0.054090748,0.154694182,0.095223199,0.09853933,0.187567848,0.047607358,0.087662657,0.25931262
Dimethylarginine,0.214414844,0.423215044,1.268631755,0.102834306,0.277185253,1.119602022,0.131185587,0.994308446,0.39277998,0.253071722,0.462561287,3.215752043,0.894839663,0.053018905,7.980725945,7.934771906,11.81389773,3.613265325,2.967165389,4.634547051,0.034672929,1.199717511,0.43499702,6.233550326,5.587854357,0.641764239,1.952661697,0.0618699,3.36030374,14.74201534,4.301023935,2.998155378,8.452639159,0.324940191
Dimethylglycine,1.134869863,0.719087798,5.510838811,1.105587622,1.393411207,0.941328767,0.640264098,1.398328576,0.473225381,1.038355036,0.770417042,0.410314366,0.735345816,1.085760463,0.383144935,0.575240428,0.162603243,0.405510192,1.284999204,0.201997509,1.241973965,0.791283032,0.638312951,1.55185185,1.446160086,1.189176734,1.984426032,0.881302271,0.719893127,0.798497775,0.921763837,2.108862534,0.441002523,1.106290577
Dipalmitoyl-Phosphoethanolamine,0.098206636,0.468027037,0.064921155,0.36115723,0.075033182,0.082489706,0.031725655,0.187175263,0.100378176,0.06491432,0.063298122,0.090480516,0.100774414,0.282414361,0.053938477,0.262580992,0.049806619,0.096993386,0.282406668,0.096957733,0.444188062,0.123268796,0.07633174,0.099740906,0.119934168,0.668002904,0.255834672,0.355041118,0.197312721,0.336954922,0.567433666,0.643910299,0.128830721,0.51190833
Dipalmitoylglycerol,3.536794809,0,0,0,0,3.074920609,0,0,0.970714533,0,0,0,0,0.459026912,0,0,0,0.009543341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028247401,0
Docosahexaenoic acid,0,0.958913352,8.437419997,2.9398376,0,6.744010001,0.463018639,0.832512206,2.317448266,0,1.212311179,2.845414098,0.627821766,0,4.083267333,14.61663727,2.355900799,4.867673577,0,0.939338261,2.806291724,14.20847248,5.410675052,0,3.868182408,1.324684476,2.757954943,0,4.002209992,0.025713174,4.086920516,3.267951787,3.210468843,2.664638799
Docosatrienoic Acid,2.821707699,3.785121801,2.452661629,1.790233346,0.700496897,0.013387722,1.435143632,0.031191392,1.991703803,0.806785264,2.004977909,0.011188483,1.627927658,0.014151514,1.118338647,0.025979587,0.040100696,0.0133745,0,0.15765438,0.030209971,0.01373999,0.065001454,1.02649094,0.049510974,3.678107961,1.203067667,0.971148737,0.142134403,1.455306933,0,0.009574271,1.039333879,0.030713474
Dodecanoic acid,25.79156928,98.2332506,31.04486143,183.8179566,1299.290358,46.02633036,151.8841989,74.36789798,173.4398107,80.72855867,82.00405069,64.96809694,51.95242001,80.94534477,8.906702022,154.8673672,165.3945683,40.33769469,681.1150886,6.067669776,59.92933843,87.13171538,49.21236916,106.1848531,68.57789257,65.40741419,78.9980909,2401.612458,25.98740705,61.82090681,115.7368247,131.5176136,100.2423572,113.2974459
Dopamine,0.035668791,0.137818055,0.121634124,0.093238323,0.108914142,0.126493641,0.057719301,0.045337491,0.130954762,0.065655552,0.087550003,0.07520549,0.067423582,0.114891534,0.03514259,0.046200473,0.039508674,0.037858285,0.093442844,0.03772951,0.070590085,0.033656408,0.047347185,0.182917362,0.124728476,0.153042821,0.074633074,0.118157242,0.172459861,0.097162716,0.095854421,0.146211456,0.055514862,0.17918022
Eicosapentaenoic acid,0,0.082499276,5.35191417,0.958769235,0.680504131,2.437981326,6.748454454,0.7366866,1.533174046,0.744718436,1.419097995,0.636138115,1.000431618,0.783819254,1.233962515,1.427595802,0.706427563,1.359335749,1.767223901,0.145983574,1.104143223,0.893718988,1.454361098,1.29238041,2.727252462,1.996480366,1.575801823,0,2.616148315,0,0.878153955,1.194976697,0.374870822,1.20880535
Erucic acid,1.566381015,2.134043645,1.756538027,1.524354419,0.708236456,2.194773146,1.098539353,0.475697109,1.267419264,0.65921746,0.560821896,0.875039101,1.317832741,0.009160865,2.079772542,1.63366291,0.000898852,0.030771602,0.290623587,0,0,0.444777426,1.976131852,0.316709838,0.939132518,1.781673638,1.856888359,9.774804727,0.032188581,1.178661922,0.374544908,1.48799475,2.139737019,1.132508687
Estradiol-17Alpha,0,0.264843108,0,0,0,0,0,0,0.177064383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345207748,0,0,0.097715536,0,0,0,0,0
Ferulate,0.104669693,1.21012777,0.981208859,1.0000254,0.446541756,2.763320404,0.23047811,0.134748145,1.198125751,0.404842793,0.783888073,2.084864844,0.655762501,3.386112831,0.663354289,42.33041369,1.812867438,4.802787295,0.093465419,2.312413014,0.111582374,5.568639507,0.415661752,5.869196763,0.830301767,1.99130197,0.546802287,0.225713774,9.74415932,2.442737036,2.960161669,0.170031805,12.25329887,5.904727494
Fructose,2.039573148,5.020730315,4.437732046,0.223316183,0.67452344,3.425974125,1.123603352,5.196776027,0.975282815,0.64019956,1.451321705,5.025249934,0.773589357,0.431215511,5.542312642,7.776424266,15.16116876,6.12757339,0.21155367,7.917535592,0.427693249,13.25631361,2.398857255,10.57928532,1.648491691,3.783823546,2.314828981,0.209642212,11.55466467,9.471211676,0.680739569,1.004192328,19.75411132,1.420023839
Fructose-6-phosphate,0.57974407,0.169877129,6.029447969,0.211795037,0.471891534,0.486052316,0.014067508,0.029159053,0.0518343,1.053522582,0.334618567,0.018841938,0.535726016,0.206653862,0.089690914,0.093839875,0.136091298,0.56006332,0.203543367,0.346280434,0.085803889,0.238794192,0.332196311,1.188243346,1.539040718,0.062903968,0.3867277,0.361162866,0.016756567,0.023986514,0.013056401,0.903371857,0.039923672,0.030915005
Fumarate,0.361554661,1.376207954,0.985703134,0.933921458,0.309288116,1.412830168,0.531556098,0.175766941,0.76177038,0.174159777,0.395173163,0.143017906,0.455673293,0.528023903,1.28308609,1.723859521,1.226646878,1.052349527,0.176600926,0.905862908,0.131571668,0.159180899,0.533397481,2.14888706,0.364592609,2.100025662,0.670231351,0.286327562,3.327292401,0.251417815,0.413540527,0.56443721,0.86714269,0.623996454
GABA,5.167821737,13.25582535,22.73478961,2.411816125,6.201576513,20.43002331,2.985387179,218.9139532,6.756101229,4.490719755,2.198304812,4.985718548,6.797799072,70.1259175,28.19847596,86.72572562,51.68580259,54.64350502,2.352350866,96.28850373,1.804120713,30.10132266,4.480864096,86.58149558,52.79302371,5.425644059,6.760159387,1.280146189,35.87834892,139.310707,8.80507382,69.59420299,31.94251278,3.779642247
Galactarate,0.018257408,0.918008906,0.051295283,0.047302128,0.034316073,0.026573631,0.006768943,0.034754787,0.018238543,0.034352054,0.004410346,0.009775162,0.015332023,0.268328102,0.018731911,0.073766202,0.617149861,1.395923416,0.013185013,0.065075354,0.006455834,0.044365628,0.016563614,0.095659001,0.22787215,0.032857766,0.037526326,0.040641583,0.046915796,0.010336861,0.010400751,1.388816329,0.074718747,0.011129556
Galactosamine,0.548467723,2.129150978,1.627844733,0.061208871,0.778476734,1.262760364,0.482209457,0.97591902,0.323450649,0.403634807,0.263043527,0.565787577,0.934644027,0.452165941,0.674409985,2.088421716,0.997098984,1.134652412,0.094817608,1.948840299,0.186462507,1.385041839,0.858207604,2.074774993,0.415424205,0.876845671,0.541134802,0.057965917,0.955154332,0.925148305,0.218197409,0.346578934,2.663264892,0.756940084
Galactose 1-Phosphate,0.264243313,0.08370823,2.247715582,0.070282166,0.182355404,0.290001134,0.021624693,0.011859518,0.030409442,0.370699292,0.186138375,0.008328892,0.363180488,0.091284333,0.040685594,0.02673773,0.034373926,0.124513279,0.081957781,0.203577546,0.029896368,0.106605638,0.100825031,0.759373691,0.384350985,0.017085264,0.31747888,0.118944335,0,0,0.002729628,0.230907109,0.027059653,0.025259021
Galacturonate,0.367127798,10.55108983,7.578289045,0.676926316,0.717739552,1.977934849,1.541168911,1.070712456,2.071708022,0.562416197,0.741209458,0.760580305,0.666834832,1.105794928,2.887881227,15.62549083,4.850961544,2.564822312,0.338602215,5.78774406,0.440126118,4.670041567,0.475603443,5.448760804,0.897858556,2.672669962,2.066215584,0.417507799,37.05468823,2.565505101,0.286254871,10.36956947,8.695872717,0.781183322
Glucosaminate,0.03933529,0.093953376,0.250783156,0.106593354,0.071879471,0.05864997,0.032761751,0.067462918,0.076885458,0.085020571,0.035475948,0.043574196,0.038119992,0.13201633,0.049703439,0.052912357,0.044147567,0.04829507,0.130089009,0.049332719,0.08955971,0.045814924,0.06654183,0.132016964,0.099182463,0.077310978,0.073220305,0.085769083,0.116614977,0.074480331,0.121194899,0.190486797,0.078407475,0.056552761
Glucosamine,0.246042944,0.419304265,0.516117183,0.057363587,1.632761725,1.20320574,0.117198431,0.583872852,0.109724298,0.47246206,0.140602766,0.306435321,0.110958181,0.10663794,0.420572025,0.451139168,1.374798302,1.437325083,0.058296571,0.429554929,0.084346524,1.099598194,0.178387781,0.819663539,0.200898951,0.352997667,0.217692044,0.043317994,0.544783045,0.468186262,0.069264465,0.611571973,0.944082382,0.568041374
Glucosamine-6-Phosphate,0.023522892,0.019302793,0.339865283,0.042485715,0.077539972,0.069024414,0.243415719,0,0.081662455,0.083765576,0.047857253,0.014844779,0.131267382,0.04594511,0.014329643,0.061806252,0.075569075,0.030156846,0.044177569,0.028530656,0.093845471,0.017886929,0.065766906,0.044400779,0.133580118,0.027609749,0.115253103,0.054505694,0.014592817,0.006490562,0.011191584,0.07250057,0.036193362,0.264724552
Glucose,5.703475533,10.04993528,13.20576397,0.490466827,1.273233787,7.554643126,2.340043125,15.23393645,1.701243848,1.095706892,3.423420066,10.63258628,1.463628777,0.973278747,13.41342506,16.91469426,28.94404945,12.97420627,0.329500978,14.06604968,0.678270055,24.81556373,7.396769074,20.34406527,1.299012621,7.938422838,4.053730901,0.365983878,23.76861194,18.72154549,0.985205869,1.256041137,48.30331201,2.830828543
Glucose 6-Phosphate,1.632254636,0.532710297,11.81740623,0.409702746,0.849672726,0.981309593,0.026278969,0.095640416,0.074446846,2.330507192,0.638289132,0.047805974,1.164210295,0.769893053,0.186423483,0.311700438,1.463132157,0.827902118,0.489404916,1.336886447,0.221403786,0.250740833,0.744470373,1.806929608,3.111531877,0.033647217,0.873127053,0.808447943,0.018172157,0.038177086,0.018463097,2.485784655,0.039306558,0.069295018
Glucuronolactone,0.214484262,1.693280635,0.48559663,0.387442384,0.765284317,0.829993991,0.271097452,0.730982315,0.410882551,0.249398708,0.372909533,0.164139904,0.22399367,0.399591277,0.194051671,1.471051714,0.470405242,0.776918417,0.194625696,1.575395695,0.141916132,0.469335072,0.136117076,1.435056006,0.958157002,1.030669878,0.709178034,0.297753269,1.050172205,0.350944565,0.196028051,0.573385456,1.499720341,0.371991414
Glutamate,14.66779862,55.01062033,41.44770641,21.5163726,14.36266914,56.39262098,39.20476615,18.87347151,22.56408477,11.06473475,26.09219795,2.175485185,31.58470989,8.117225974,4.414824879,16.95451962,12.69994006,8.049865792,13.22841825,116.7482124,2.28937779,4.264851596,18.70938126,33.70052088,10.0799054,49.9386897,18.26549112,6.341830014,83.52009092,9.277959391,4.228998435,10.20286379,31.94251278,34.20880533
Glutamine,1.207469345,2.317058297,5.679148313,2.954767289,0.984200138,10.64358637,7.685608208,23.59235013,4.313636724,1.617872464,4.727881658,8.465116764,9.471606366,0.195117404,27.25221838,4.271775887,5.793051676,6.049921205,1.37073348,22.37780631,0.368187619,0.623464945,0.793928174,12.79451671,7.630150855,28.18322521,8.214466244,0.690506234,30.58482203,0.698240682,2.520278884,3.970601018,44.66757885,15.08004219
Glutarate,0.233779309,5.113030703,0.435155138,0.673113197,2.267252995,4.439120641,1.929987096,0.319330062,5.272685345,1.571935868,0.930739608,0.323575892,1.730443715,2.655239617,0.535628933,1.26327502,0.406255331,0.251340346,2.323692714,0.314117564,0.772639535,0.4938331,0.274701999,1.274078256,1.105175342,1.176125324,0.997605393,0.74172355,1.900153086,0.397222565,0.39570925,0.902073588,1.512067807,2.387994113
Glutarylcarnitine,0.102042228,0.246369873,0.093736072,0.070056001,0.111739395,0.378488403,0.09738512,0.039743085,0.14359298,0.038576101,0.046041746,0.041305585,0.053898188,0.30427043,0.032974444,0.040642442,0.044306166,0.11709733,0.05127896,0.025386662,0.025394286,0.06141163,0.021429221,0.154556171,0.072867698,0.293839141,0.088576965,0.026669708,0.260198493,0.062658949,0.056506586,0.108507067,0.050066062,0.151511745
Glycerate,9.277283187,27.38264498,0.136603981,37.44868221,48.51615466,6.13961626,7.657979962,0.506260398,25.76538645,31.16064546,7.350643545,9.207510117,22.79496726,33.4810109,8.475757036,29.42479976,0.432218333,19.7321673,21.70010668,15.72840101,15.73540915,19.96006464,39.36989533,47.23608127,37.31166078,21.35164144,33.75721426,34.35549156,0.302721415,32.19245377,23.71040352,48.48351468,19.71982917,37.13046373
Glycerol 3-phosphate,0.21377549,0.081080926,0.544579888,0.086599763,0.098101618,0.088031255,0.035868732,0.046667918,0.047498705,0.421150409,0.09377896,0.061794545,0.055291312,0.097093256,0.012223713,0.081724949,0.131334137,0.115337451,0.084788759,0.379077094,0.110820576,0.154670827,0.079620364,0.297940667,0.252271436,0.039767725,0.044755892,0.183457194,0.060940348,0.054546782,0.010557343,0.125651521,0.029652869,0.058200311
