Feature,365_FC_CURE_SO010-S2_Male_CD,427_FC_CURE_SO105-S2_Male_CD,367_FC_CURE_SO107-M15_Female_CD,023_FC_CURE_SO110-M3_Male_CD,357_FC_CURE_SO111-S2_Male_CD,265_FC_CURE_SO114-M21_Female_CD,327_FC_CURE_SO116-S2_Female_CD,400_FC_CURE_SO014-S2_Female_CD,241_FC_CURE_SO002-M3_Male_CD,337_FC_CURE_SO022-S2_Male_CD,402_FC_CURE_SO024-M6_Male_CD,216_FC_CURE_SO027-M6_Female_CD,414_FC_CURE_SO003-M15_Male_CD,100_FC_CURE_SO032-S2_Female_CD,372_FC_CURE_SO033-S2_Female_CD,250_FC_CURE_SO036-S2_Female_CD,275_FC_CURE_SO038_S2_Male_CD,281_FC_CURE_SO039-S_Male_CD,355_FC_CURE_SO043-M6_Male_CD,310_FC_CURE_SO044-S2_Male_CD,424_FC_CURE_SO048-M3_Male_CD,394_FC_CURE_SO005-S2_Male_CD,008_FC_CURE_SO055-M3_Female_CD,429_FC_CURE_SO056-M9_Female_CD,225_FC_CURE_SO057-M3_Male_CD,299_FC_CURE_SO059-S2_Female_CD,352_FC_CURE_SO061-S2_Female_CD,217_FC_CURE_SO062-M3_Male_CD,269_FC_CURE_SO066-S2_Male_CD,212_FC_CURE_SO007-S2_Male_CD,042_FC_CURE_SO071-S_Male_CD,346_FC_CURE_SO072-S2_Male_CD,420_FC_CURE_078-M3_Male_CD,396_FC_CURE_SO009-S2_Female_CD
SAICAr,0.008867606,0.00446647,0,0.005048109,0.010518855,0.013444698,0,0.078063998,0.003917313,0,0.007998898,0.003279172,0.013759967,0.020957422,0.037228037,0.015078862,0.063734012,0.371172808,0.003997394,0.049989263,0.00503055,0.058038529,0.003186699,0.039180649,0.06266361,0,0.010892304,0,0.01027233,0.008186568,0.00502229,0.238725594,0.119364672,0.004225613
Salicylamide,0.117545997,0.230106172,0.227476229,0.48746287,0.447206899,0.759921422,0.177525455,0.150470735,0.22272679,0.24024021,0.333324552,0.11157517,0.501175803,0.342644142,0.07067523,0.268681674,0.099746655,0.200511993,0.134477649,0.141768343,0.236971458,0.145785636,0.119962628,0.867808844,0.498891448,1.490766198,1.049100285,0.220069762,0.420206908,0.324746282,0.206287487,0.493391318,0.177564042,0.302880012
Salicylate,0.18279628,0.618249864,0.409146697,1.103308966,0.744949912,1.015490671,0.312198314,0.177848321,0.397771216,0.746516466,0.582778921,0.364465495,0.309283685,1.289909576,0.221185532,0.976063532,0.251909278,1.059949595,0.245260258,0.303457739,0.576425398,0.276329636,0.201535102,2.327368282,1.410579419,1.454771135,1.133938728,1.018403364,1.506126168,0.930372606,0.579488771,1.667726805,0.378140361,0.334105376
Salsolinol,0.140380231,0.745453678,0.441230352,2.188485897,0.886706831,0.735542498,0.386877997,0.302663696,0.735276945,0.221482578,0.643461965,0.249336106,0.681380965,0.285578958,0.095084292,0.644259732,0.154966009,0.613446364,0.463626028,0.457148502,0.308621851,0.905092819,0.326654328,2.004553589,0.392035448,1.233277939,1.212780789,0.222108735,0.691920142,0.467574253,0.338371963,0.681995285,0.754225243,1.122469998
Sarcosine,0.280981581,0.219894356,0.889951091,0.150402156,0.55607112,0.315616571,0.209294909,0.359281467,0.162235107,0.407151118,0.199987993,0.107073617,0.256428668,0.297444135,0.135083804,0.192537944,0.094079761,0.176574466,0.274896404,0.375880273,0.184209404,0.224014441,0.088327723,0.577940984,0.390045608,0.458398377,0.581523509,0.147368172,0.244683784,0.147819733,0.149333025,0.40466705,0.186493545,0.453253193
Sedoheptulose-7-phosphate,0.272702463,0.098968826,1.352646195,0.124792092,0.237950858,0.135890499,0.005160987,0,0.016821508,0.421414083,0.125330065,0.002171839,0.147620981,0.093061126,0.036063207,0.016816228,0.073275853,0.01723918,0.126236821,0.193587845,0.050229495,0.04203278,0.064069025,0.713391109,0.498880849,0,0.111751517,0.234947154,0,0.006769642,0.003677334,0.127425134,0,0.012607335
Serine,1.295704419,3.843114911,2.370155326,0.74433141,1.077921609,3.575555822,4.283718655,0.380539428,1.788163179,0.442893491,1.746430037,0.72428636,1.790217225,1.56673565,2.146849798,2.927347517,0.85237821,0.384680263,0.330467169,2.020179295,0.156791704,0.353149142,0.792062065,4.354903449,0.394386108,5.797099885,1.580192321,0.19368761,8.976507675,0.763007757,0.389062659,0.337165303,3.876290735,3.282889554
Serotonin,0.009947407,0.0104856,0.070980672,0.086527413,0.058729707,0.048130098,0.022560043,0.014176067,0.038859703,0.017742374,0.021967002,0.042364558,0.03530577,0.021510976,0.010738039,0.016085986,0.020754448,0.004317463,0.034258967,0.020037111,0.0162463,0.007482611,0.015802174,0.053389492,0.031634102,0.077692027,0.016353299,0.018982696,0.077308944,0.015442753,0.013923502,0.026236574,0.011918737,0.087408607
Shikimate,0.027666681,0.064286185,0.088102268,0.073817922,0.040021481,0.092270992,0.047594053,0.033613973,0.092285679,0.036576899,0.063327831,0.066476906,0.037298361,0.042002659,0.028457596,0.041333006,0.0380822,0.049309197,0.046882091,0.035342755,0.03005822,0.127816136,0.029700911,0.102439055,0.114643883,0.219567586,0.089489866,0.040495364,0.561327727,0.166958021,0.046881121,0.068626794,0.069099032,0.037543973
Sn-Glycero-3-Phosphocholine,0.337951564,0.347327402,0.881031314,1.166242284,0.297657134,3.160803372,0.454238813,0.186378414,1.266663589,0.733060162,0.322853876,0.194547329,0.504707672,0.32390063,0.402472455,2.239957589,0.733177765,0.897149952,0.196177346,18.03011823,0.317178188,11.07041283,0.359985461,0.909472834,1.298460274,0.721182043,0.331480739,0.173421816,0.835331367,1.030912695,3.930962461,1.486178401,0.30803569,0.34776659
Sorbate,0.393924417,1.100352698,0.38285783,1.741784156,0.638708891,0.492773692,1.061072526,0.140148396,1.341601604,0.532671613,0.751416038,0.997031659,1.475453214,3.623513567,0.108043167,0.218878531,0.116343733,0.323282443,0.277367154,0.198608938,0.410587949,1.304452257,0.22213949,0.977784141,1.255173563,1.030155319,0.699608312,0.133410894,4.035696943,0.874369778,0.7767031,0.45283416,0.543920015,1.155810093
Sphinganine,1.534044561,9.685285702,1.317077917,10.74253082,14.2872357,4.824237709,5.433743523,1.336712656,4.860999377,70.73359426,19.14982349,12.77132384,8.400732914,7.966815971,12.34411916,15.18656576,0.062743148,0.214013021,19.15667614,2.064241643,4.46775805,3.017754525,7.538418784,3.89769899,7.6417227,1.625138233,118.4971363,15.91753177,0.317764623,6.659249467,20.69630248,0.746866867,11.7716193,23.13014761
Stachydrine,17.37547064,42.89518609,13.93036147,5.089642446,8.420552141,11.31402159,4.979339779,0.92586029,8.307594348,3.016058198,10.24464258,3.906845645,3.781383829,1.544018202,1.915812241,8.027535629,1.833189479,1.731113462,2.326883466,0.811102957,2.33949029,2.052671585,2.241951567,1.070539906,11.74881267,5.361739393,1.2099191,1.236149498,11.87213994,8.115277836,30.92807624,2.183799028,4.150171639,6.823341283
Stachyose,0.085577427,0.093334933,0.292987315,0.049805325,0.07730683,0.111069082,0.047909301,1.572600371,0.038108913,0.033726944,0.143345783,0.074672396,0.064925934,0.012642989,0.035076595,0.235844087,1.303589706,6.012584081,0.028694089,0.250109918,0.012821416,0.739250878,0.075577739,0.360299945,0.160016631,0.170919623,0.091404893,0.014435788,0.545112219,0.087442218,0.115300475,0.921026271,0.311987423,0.041823942
Stearic acid,1640.127833,399.4818858,327.5967391,1124.730876,409.7761898,169.1778629,293.3503481,216.8190828,764.9934508,584.3209961,126.9664989,200.4157232,498.8613057,857.5397911,189.062265,271.0178925,8.143291426,161.5853003,1670.572819,83.50118583,281.7367749,476.4505785,290.3529781,382.265471,205.1850546,232.7413822,827.2441594,526.784204,18.09392404,168.9391601,457.9770056,630.9618025,399.9306478,551.9619158
Stearidonic acid,0,0,0.398479184,0,0,0.365269467,0,0,0.057890162,0.057118692,0.144437293,0,0.37285783,0,0.52971382,0,0.031765686,0,0,0.148894222,0,0,0.092535569,0,0,0.900089954,0.818517555,0,0.551628404,0.557687732,0,0,0.594858429,0.651120526
Suberate,0.359227002,0.294793762,0.144042097,0.218740315,1.08769664,1.060999219,0.742579137,0.107082958,0.339974509,0.190118775,0.799509937,0.161274488,0.460362554,0.206828181,0.088331256,0.331094212,0.030470399,0.305679734,0.310772413,0.320729912,0.186432693,0.36267284,0.069973356,1.67946498,0.865304188,1.636068155,0.831501972,0.103646136,0.139729435,0.123304795,0.116886306,0.949693819,0.18699439,1.083098783
Succinic Acid,3.824175435,5.983864858,5.055125995,5.107510932,10.43330613,37.04259708,9.291414826,352.461939,6.508933208,3.43086992,9.436422166,1.583213843,5.685853129,2.264009156,316.0500326,8.712111119,116.1699944,424.4838802,4.694127942,6.654516996,3.855084951,6.094149011,2.135320925,31.72160632,9.498341603,28.63717809,11.51332325,3.060454804,15.36817535,4.734220209,7.618394829,24.00836987,11.10333931,19.04777477
Succinyl-Cysteine,0,0.003907278,1.002565065,0.003545307,0.016288504,0.013169374,0,1.295060408,0.019919836,0,0.006666144,0.037328092,0.053122924,0.00691539,0.010384313,0.010558297,2.538576064,7.078568032,0.011617751,0.034037719,0,0.430912933,0.009127786,0.122081548,0.059993372,0,0,0,0.02429325,0.023897218,0.013262969,2.052934038,0.024369834,0.036514505
Succinyladenosine,0.108529191,0.014574043,0,0,0.056190394,0.063235897,0.033137132,0.254669035,0.021787952,0,0.033908563,0.015261327,0.049700336,0.004623319,0.291802336,0.022458885,0.093217628,0.074751976,0,0.113622312,0.014874163,0.305466985,0.055750694,0.712672126,0.034744483,0.176145105,0.025576149,0,0.088425927,0.043454963,0.036183638,0.079544441,0.13530305,0.092022635
Sucrose,0.367744426,1.897249677,1.38126306,0.169017344,0.486663833,1.262727563,0.740285923,0.65278863,0.408109474,0.126919009,0.579444372,0.326156061,0.450766174,0.679712146,0.346529971,5.028015877,1.887545087,2.027528932,0.114706746,0.451836806,0.111508692,0.570230631,0.147660362,1.30340689,0.534958937,1.271559349,0.389115461,0.087022239,3.054111917,0.231643651,1.29818863,0.567015148,1.565903098,1.296781472
Tartrate,4.133210333,0.769021264,0.145555929,4.135834243,9.217863358,0.196368197,0.054565951,5.744037801,0.472659338,18.98822387,0.029707909,0.610653571,0.396787115,56.100734,4.108232861,0.323537958,3.662890501,0.460110442,1.477421479,1.336191478,0.405036969,0.378709199,7.559405231,15.17515825,5.723084079,0.4484996,1.636210182,14.572604,0.121552161,6.166676666,1.729676327,5.213901122,0.438968192,0.401512333
Taurine,0.205274717,1.031836775,61.55908986,0.035559517,0.683127299,0.413019802,0.129448566,27.56199226,0.465553997,1.59793059,0.600989882,0.113611801,0.549292814,0.147090136,43.33859729,34.07082078,37.41067616,14.54905159,0.059128335,29.41083115,20.48558437,30.49562808,0.456507483,63.68844725,46.03288235,1.554061832,12.23831226,0.040024099,8.561603316,67.23379726,56.4483286,21.28289726,2.229219898,0.431378942
Tetradecanoylcarnitine,0,0.049963853,0,0.130899043,0,0,0,0.082718199,0.488967933,0,0,0.955911986,0,0,0.534525112,0.113750936,0.243601808,1.933644067,0,0.376012739,0.132968363,1.98150034,0.03965859,0,0.363496844,0,0,0,0,0.419729951,0.911402124,0.514402598,0.404675305,0
Theophylline,0.053887771,0.161911165,0.253096895,0.226708376,0.156408686,0.209892649,0.057698435,0.180342722,0.143858667,0.106026497,0.236676174,0.144424207,0.075675816,0.29796707,0.130127493,0.157576391,0.114585772,0.570184539,0.072700288,0.187232463,0.068728425,0.366126266,0.130335001,0.319226517,0.178361343,0.152345453,0.153986047,0.084515015,0.342839294,0.094876324,0.297213384,0.274569685,0.448765404,0.095525083
Thiamine Monophosphate,0.036860451,0,0.148587601,0.003801012,0.064804491,0.097545731,0.017248671,0.028327861,0.008680042,0.024639161,0.032105101,0.033614716,0.125840067,0.071898248,0.040479049,0.013686112,0.03203987,0.004803942,0.068887389,0,0.041304652,0.038838039,0.037636519,0.084333891,0.063997847,0.027420864,0.055514607,0,0.016769818,0.030290457,0,0,0.004571795,0
Thiopurine S-Methylether,0.062305672,0.065981816,0.211291616,0,0,0,0.047542888,0.521981158,0.063161637,0.16610498,0.020739541,0.157378083,0.01830978,0,1.141844256,0.135311261,0.012299271,0.092970173,0,0.026544744,0,0.342475599,0.046396203,0.281842718,0,0,0,0,0.158689231,0.592427539,0.88163883,0.781562869,0.238209311,0.118747832
Threitol,0.081483057,0.024208095,0.150778608,0.049901246,0.279271632,0.109520584,0.083486906,0.164099501,0.011157847,0.05624147,0.103875451,0.03025795,0.103632714,0.045321903,0.027555216,0.02723635,0.449431921,0.36899854,0.099092693,0.235918399,0.031968269,0.164095057,0.022481385,0.283465016,0.310546568,0.206966217,0.304255587,0.025205477,0.053181249,0.015913878,0.023721706,0.329730323,0.018587149,0.161755986
Threonine,1.456856586,7.244577937,15.78691331,0.945838006,2.12094408,8.593185258,10.13737653,2.956518818,3.119571364,0.922213785,3.78244628,2.26838202,4.293069347,2.011626799,4.305893525,6.727495212,6.898352013,1.162821041,0.298110236,6.340829049,0.418253469,6.563028753,1.614079984,10.46175734,2.979411659,18.44827731,5.718293333,0.554349306,28.03753529,1.437260053,0.789714184,2.354570845,11.78945155,7.665559368
Thymidine,2.838527386,10.63008997,0.636539798,0.753783898,3.614590915,11.1266051,21.28626726,0.196076799,3.12909693,0.920682604,9.653081846,4.970186254,0.644224588,0.892742258,22.8994335,24.45692736,4.30282675,1.93265028,0.911419343,2.779151544,0.043389722,4.109006104,0.723289829,4.871878985,1.153648076,8.178381547,12.96028685,0.217433848,7.987181734,0.395602611,0.650599019,0.241885647,24.01728564,18.00945877
Thymine,0.915124045,82.84337467,1.427098916,3.795516772,4.003590123,8.460291763,11.77656769,0.515879424,32.21025056,2.261826161,11.52012742,8.550619414,2.924426185,2.174642969,28.00922445,72.01332573,2.764525623,6.463831253,0.675176853,8.123488636,1.227914959,5.920204815,0.642313209,2.484655662,1.205559505,11.57494103,31.10598732,1.378614479,11.93860334,0.972851803,2.066130366,3.185832015,56.61355924,125.4018739
trans-3-Hexenoic acid,1.419333336,0.485254792,1.015006801,1.197308922,0.771841865,0.94331031,2.169571012,2.730715044,0.649858621,0.33509595,0.478519512,0.211627124,0.56324714,1.357814664,0.342523125,0.377494839,0.217967098,0.375424052,0.691396487,0.379800243,0.353411747,0.372108456,0.171237527,1.347322039,0.856743103,0.99535332,1.032377953,0.265149383,0.46699224,0.794154808,0.423020099,1.22241655,0.357487726,1.886961734
Trans-4-Hydroxy-L-Proline,0.130251792,0.165991316,0.442629287,0.138070007,0.142290058,0.204601843,0.209099629,0.278196455,0.15307136,0.094860448,0.102341615,0.108942564,0.091489422,0.230992889,0.114446123,0.149717398,0.169850366,0.165757247,0.23256291,0.770688153,0.052654105,0.51467096,0.117528681,0.386044316,0.156824809,0.211982305,0.289427257,0.056583715,0.481452031,0.153589831,0.155476736,0.263678975,0.209235326,0.158314899
"trans,trans-Muconic acid",0.038839656,0.059532136,0.110335762,0.048780636,0.07455406,0.069953883,0.034182448,0.043790275,0.060909052,0.045305776,0.030645037,0.029216524,0.041046622,0.06311558,0.023969246,0.071344542,0.057060981,0.071278682,0.043637735,0.037518909,0.025472658,0.048856776,0.031447261,0.126233586,0.067659062,0.091299774,0.118662696,0.061918805,0.116956049,0.037983815,0.039255262,0.070586347,0.052727996,0.065787328
Trehalose,1.150296854,1.862662645,4.441454439,0.280540351,0.759659752,2.230095055,0.83689237,4.408604887,1.16231639,0.246974645,0.922555835,2.329616813,1.042015417,0.490320953,2.279616718,25.07536681,6.426383689,4.363050682,0.148344614,2.522548184,0.157576217,4.207486536,3.188272315,4.463821236,1.113942287,5.199976004,0.702230014,0.099640806,6.224001828,3.314290914,2.483619212,0.966994935,12.86348631,1.062315817
Tricosanoic acid,3.759446599,0.882581246,0,1.594928557,0.166865627,1.044988378,0,0,0,0.508549876,0,0.092833935,0.078944113,0,0.28488527,0,0,0,0,0,1.017825567,0,0.130890744,0.024004099,0.13916505,0.370925795,1.567321326,0.302653195,0.37477984,0,0.559171695,1.206052968,0,0.919164939
Tridecanoic acid,9.252843021,31.9779179,7.734430065,26.07405819,15.10878628,11.6470793,17.54355806,7.172121487,39.95309925,14.661537,13.23268448,9.527320511,9.090295251,21.58394591,5.560152924,24.3595212,4.286439165,4.569046844,27.18547823,2.511504657,10.70701293,9.379658554,17.45153474,24.30479646,16.31007075,18.14566707,16.16838232,23.24108594,14.2884979,12.88268781,18.70295984,21.66006384,20.54329722,27.83304257
Trigonelline,1.781587352,5.344954329,3.829063544,0.483706198,0.940458372,9.017576821,1.305821647,4.564281263,3.753100369,0.462015363,4.776228012,4.445341167,4.283157354,2.76028798,1.271086406,5.802951399,5.002469061,2.61395362,0.80279837,3.694888734,1.049910149,4.88010022,1.374484064,1.825276763,1.920013048,0.810065114,2.960578086,0.14630031,2.742268308,12.3522983,1.757581525,2.243794043,3.252295924,4.076050322
Trimethyllysine,0.118569098,0.342611907,0.752206674,0.068516913,0.106044913,0.598776718,0.078842437,1.213089744,0.226308572,0.08229124,0.20728572,0.231059876,0.182021834,0.015903246,0.501562834,0.469272782,12.40459262,7.553804049,0.112601513,1.342900858,0.020836142,0.409083858,0.099595245,12.43692005,24.67516547,0.290096218,0.104452709,0.041893807,1.175107004,0.20459985,3.856009862,7.032623049,0.349909614,0.182865513
Tryptamine,0,0.910836809,0,0.14192371,0.025021893,0.126361636,0.017325129,1.003576651,0.029912824,0.021101646,0.021608185,1.406533841,0.013187238,0.018371889,2.249711483,0.118433527,3.400659976,0.608019714,0.008532338,1.542198704,0.003061169,0.033705802,0.304456362,0.260915874,0.120265268,0.039063806,0.157913419,0.003932379,0.086980106,0.501291102,5.073155192,0.031155193,1.09488889,0.016505672
Tryptophan,2.674812817,23.4148754,9.064236239,1.646513933,3.276381628,16.74862826,9.679660794,22.61056335,8.239177769,3.03967095,6.74003843,25.38599161,10.96481856,3.035891953,124.5274979,28.13423837,104.3560966,21.20918173,2.003956057,127.4895594,0.997135871,45.68704177,2.141561812,15.5906388,1.959481146,17.88447987,7.611121157,0.600976601,45.58314822,3.263485772,57.86841234,65.3696937,78.94734866,21.34284784
Tryptophanamide,0,0.086129441,0,0.035221542,0.028306117,0,0.090027591,0.046026034,0.072764102,0.043399881,0.095992868,0.074024467,0.055804188,0,0.010679526,0.063262108,0.008386258,0.015731291,0,0.014351965,0.023240342,0.078840771,0.014792247,0,0,0.162258648,0,0,0.129210297,0.027052242,0.067103259,0.11934551,0.092675321,0.104707344
Tyramine,0.051777687,0.796038482,29.25396346,0.396614565,0.120142722,6.047122828,0.042790053,5.328467238,0.259236705,0.415731098,3.069191078,0.888956895,0.081432742,0.046985413,2.050259289,6.540527621,0.697418475,0.174225511,0.053479563,0.200225852,0.047715055,6.241911258,0.210962906,0.986226067,0.399413793,0.25972812,0.323411817,0.052620088,0.341641431,0.373640169,16.57811338,9.547434977,4.533964129,0.12815258
Tyrosine,8.416769414,56.97528535,16.78832383,2.472729619,6.167264664,46.85563361,55.38015918,62.84611097,37.16567372,11.18684368,14.52495701,48.43379977,35.12692034,4.916181538,101.0603098,29.42479976,73.83686084,103.1894515,3.233721642,89.89484478,43.39710714,23.17556462,4.085527859,58.34831159,110.8218744,57.7765492,24.77812075,1.074665626,117.6339309,6.782711758,17.65402891,4.614007974,116.3434612,60.03796277
UDP-GlcNAc,0,0,0,0.481706088,0.015629903,0,0.00985956,0,0,0.075462909,0,0,0.00640108,0,0,0.017382979,0,0,0.053114394,0,0.074865989,0.01826957,0.015054188,0,0.279314748,0,0,0.051223743,0,0.008707482,0.066137139,1.105091664,0,0.004724068
UMP,0.06138583,0,0.231521856,0.243592507,0.208509339,0.013910639,0.005256295,0,0.010977839,0.300565276,0.015991445,0.176162437,0.114050258,0.031534703,0.350186892,0.055040185,0.282820029,0,0.290695959,1.075182843,0.090263465,0.228197954,0.107652063,0.356241059,0.925395829,0.017483056,0.032327211,0.111645476,0,0.028083577,0.015730027,0.500653394,0.02117798,0.021933295
Undecanoic acid,3.33536484,14.73821955,3.238392819,21.41682232,14.64889861,5.789610399,6.651884232,7.355766496,10.7635182,9.423002653,4.83691419,6.750051094,5.29196118,14.70771754,1.402195174,11.96432617,2.86686225,4.395692076,13.76989378,2.427791044,13.65657699,6.317072606,8.856522451,21.73134996,14.64188118,8.372318591,14.31222311,19.83501478,3.779325871,12.20682418,18.04669293,22.33209682,7.398392628,12.10361216
Uracil,4.16443195,17.04435579,7.87564223,0.307819368,3.583997502,22.07678138,39.20476615,2.274821438,11.39005863,1.256952295,17.00163927,3.435670206,13.9933615,5.698823018,10.69751454,39.23306635,14.07822813,3.638607125,0.463493556,15.08903511,0.346241277,3.696495114,0.58298055,18.78027907,1.595634444,33.93364967,11.97786493,0.16070516,44.40680891,1.281515912,1.756622857,0.81468393,22.20808729,72.14239075
Uracil 5-Carboxylate,0.028622282,0.111201018,0.032416195,0.010831857,0.017026771,0.313703871,0.052012728,0.142640636,0.027476766,0.022198782,0.032793902,0.013234221,0.026350916,0.027980016,0.017448955,0.078980113,0,0.156315305,0.029780002,0.0148275,0.012716415,0.081580886,0.010960167,0.419487208,0.023250167,0.052214964,0.196543868,0.004913358,0.449042356,0.016985913,0,0.420610614,0,0.036313975
Urate,0.477867823,0.053156266,0.1319691,0.024229764,0.416157653,0.718175638,3.922301257,1.436069411,0.131830621,0.042890912,0.436734041,0.055153247,0.281291173,0.058493138,0.058463125,0.056991684,0.441449357,16.54964377,0.054214254,0.082536838,0.011408212,1.929180579,0.016749128,0.121506804,0.050113033,1.269806664,0.263447247,0.00835819,0.593385979,0.037404764,0.035475025,0.240711628,0.13411943,0.963468283
Ureidopropionate,0.156233954,0.16454123,0.259870665,0.022992637,0.054501981,0.089689596,0.43738092,0.826589345,0.201197829,0.088071627,0.033182755,1.046985704,0.053622796,0.027504681,0.444913889,0.334216712,0.146417016,0.195282948,0.037662972,0.654283006,0.255502002,0.358526335,0.023026726,0.362254126,0.964196917,0.077921969,0.102772049,0.017395911,0.064089747,3.168571923,0.868608994,0.24654912,0.192296671,0.123488228
Uridine,0.049512828,0.032591162,0.112464399,0.024538662,0.086701011,0.148599768,0.159078975,0.115802072,0.051915345,0.051055216,0.074583127,0.077893373,0.042123994,0.072004815,0.046149061,0.042310987,0.073042216,0.047791105,0.031586115,0.066079852,0.008712384,0.022339486,0.009098022,0.120993782,0.081376754,0.305195592,0.097056785,0.011655043,0.278395109,0.049286746,0.032978857,0.142645398,0.098310426,0.111552928
Urocanate,10.27923748,25.26344132,1.103241951,0.565802195,11.37691218,2.012908054,17.95061147,1.464193393,14.48387155,2.540773083,9.678265794,9.563227351,17.14596189,6.648665696,29.33398506,22.82434552,0.179824464,4.132956744,2.368586543,88.99973253,4.237349406,5.543277694,3.233371115,31.89251881,48.28563096,14.26957038,6.943262344,0.31954568,5.361548578,4.442757681,2.546956751,21.69856092,32.98129369,14.45748222
Valine,5.126510407,4.799734605,27.42449112,8.590839457,4.90871258,22.07128098,21.63974793,15.11260132,3.15476058,3.492708002,7.001356207,3.391557364,6.930373959,3.228298968,4.710286389,4.057262592,16.93325342,18.37781239,3.166598477,5.986164,2.406055569,15.1560152,1.849419593,28.25082399,16.75567656,31.97166187,14.39124027,2.473483108,50.28850545,1.934978295,11.35375921,5.542890097,4.711609994,21.5401999
Xanthine,4.835410993,69.09071959,5.848542551,0.409278394,2.378392172,37.36302872,51.81608953,8.398898716,48.00566189,1.428086965,12.36093884,16.18332267,14.42091775,2.645419546,19.30365469,88.27439929,0.30780455,12.43032746,0.780021181,21.61056724,0.483711726,8.213351975,1.006619518,13.49113691,0.480802732,32.30052743,15.29480965,0.095499641,21.75259577,1.616933942,0.307514083,3.411566711,60.76868285,60.52213989
Xanthurenate,2.912923747,14.23914911,1.814933995,35.14937937,2.23982073,19.91755249,16.68552913,15.91479395,29.29620947,15.49142802,2.261723976,94.52941611,330.6063091,3.63588782,0.382988089,40.78174002,0.255492756,0.908935045,51.54384454,1.612267184,0.888417522,0.66573644,4.930476408,127.4218237,1.214107113,7.97249216,17.55727333,5.623182247,0.62003239,0.848159913,4.746200242,3.666027167,47.00483588,159.2942722
Ximeninic Acid,4.006854181,3.014922973,11.13176859,2.054469787,24.95418055,15.83249399,10.33980256,14.71886786,2.639652705,63.0451601,6.315823247,5.337075452,117.7784976,8.950594319,18.33200809,9.666042664,20.1820753,8.755785704,2.559863312,3.106468151,4.921084847,7.807346475,3.251061045,7.270451618,2.967199754,16.05804289,17.03246836,0.836757287,18.82663765,1.267482493,2.785520661,11.75353655,2.984873228,21.48501527
Xylitol,0.046591304,0.053395067,0.255140661,0.122611963,0.05808148,0.125965848,0.038960142,0.041375145,0.065726986,0.02036324,0.056389061,0.014350836,0.030615532,0.110401036,0.01924174,0.031774885,0.046679539,0.109085724,0.033577386,0.015385716,0.089839641,0.0310274,0.120686353,0.214900985,0.055806089,0.129112705,0.077614962,0.10303601,0.255726119,0.024757925,0.0917872,0.1249637,0.022715945,0.064515603
Xylose,0.44279486,1.470908591,1.370157158,0.173329637,0.536114666,1.222880521,0.433814116,1.903587053,0.274899819,0.141492157,0.491649541,0.268582656,0.312311046,0.267202535,0.438351043,2.32636228,5.106248307,0.535227505,0.174214809,0.595055814,0.107593659,0.66322017,0.107816643,2.750877515,0.654836081,1.383118658,1.19518295,0.134274043,3.773698467,0.253942509,0.165813434,0.740177782,0.918801062,0.636217264
