Feature,001_SMC_IIRN_p3s1,002_SMC_IIRN_p3s2,003_SMC_IIRN_p3s3,004_SMC_IIRN_p3s4,005_SMC_IIRN_p4s1,006_SMC_IIRN_p4s2,007_SMC_IIRN_p4s3,008_SMC_IIRN_p4s4,009_SMC_IIRN_p5s1,010_SMC_IIRN_p5s2,011_SMC_IIRN_p5s3,012_SMC_IIRN_p5s4,013_SMC_IIRN_p8s1,014_SMC_IIRN_p8s2,015_SMC_IIRN_p8s3,017_SMC_IIRN_p9s1,018_SMC_IIRN_p9s2,019_SMC_IIRN_p9s3,020_SMC_IIRN_p9s4,021_SMC_IIRN_p10s1,022_SMC_IIRN_p10s2,023_SMC_IIRN_p10s3,025_SMC_IIRN_p11s1,026_SMC_IIRN_p11s2,027_SMC_IIRN_p11s3,028_SMC_IIRN_p11s4,029_SMC_IIRN_p12s1,030_SMC_IIRN_p12s2,031_SMC_IIRN_p12s3,032_SMC_IIRN_p12s4,034_SMC_IIRN_p13s1,035_SMC_IIRN_p13s2,036_SMC_IIRN_p13s3,037_SMC_IIRN_p13s4,038_SMC_IIRN_p13s5,039_SMC_IIRN_p13s6,040_SMC_IIRN_p13s7,044_SMC_IIRN_p14s1,045_SMC_IIRN_p14s2,046_SMC_IIRN_p14s3,047_SMC_IIRN_p14s4,048_SMC_IIRN_p15s1,049_SMC_IIRN_p15s2,050_SMC_IIRN_p15s3,052_SMC_IIRN_p16s1,053_SMC_IIRN_p16s2,054_SMC_IIRN_p16s3,055_SMC_IIRN_p16s4,056_SMC_IIRN_p17s1,057_SMC_IIRN_p17s2,058_SMC_IIRN_p17s3,059_SMC_IIRN_p17s4,060_SMC_IIRN_p18s1,061_SMC_IIRN_p18s2,062_SMC_IIRN_p18s3,064_SMC_IIRN_p19s1,065_SMC_IIRN_p19s2,066_SMC_IIRN_p19s3,068_SMC_IIRN_p25s1,069_SMC_IIRN_p25s2,070_SMC_IIRN_p25s3,074_SMC_IIRN_p27s3,075_SMC_IIRN_p27s4,076_SMC_IIRN_p29s1,077_SMC_IIRN_p29s2,078_SMC_IIRN_p29s3,079_SMC_IIRN_p29s4,080_SMC_IIRN_p29s5,081_SMC_IIRN_p29s6,082_SMC_IIRN_p29s7,083_SMC_IIRN_p29s8,084_SMC_IIRN_p29s9,086_SMC_IIRN_p34s1,087_SMC_IIRN_p34s2,088_SMC_IIRN_p34s3,089_SMC_IIRN_p34s4,090_SMC_IIRN_p36s1,091_SMC_IIRN_p36s2,092_SMC_IIRN_p36s3,093_SMC_IIRN_p36s4,094_SMC_IIRN_p37s1,095_SMC_IIRN_p37s2,096_SMC_IIRN_p37s3,097_SMC_IIRN_p37s4,099_SMC_IIRN_p38s2,100_SMC_IIRN_p38s3,102_SMC_IIRN_p41s1,103_SMC_IIRN_p41s2,104_SMC_IIRN_p41s3,105_SMC_IIRN_p41s4,106_SMC_IIRN_p42s1,107_SMC_IIRN_p42s2,108_SMC_IIRN_p42s3,110_SMC_IIRN_p43s1,111_SMC_IIRN_p43s2,112_SMC_IIRN_p43s3,113_SMC_IIRN_p43s4
Homoserine,0.016633035,0.018633208,0.017579785,0.015904667,0.019784837,0.015011756,0.015682579,0.015361944,0.021915878,0.017286786,0.025031331,0.021588335,0.018681663,0.016195826,0.018271909,0.017998827,0.017658815,0.020873158,0.017343979,0.019195099,0.016665393,0.014954144,0.018864315,0.017990801,0.01751887,0.017279626,0.019094405,0.020078512,0.018264221,0.019189799,0.02184477,0.015187383,0.015142009,0.017991067,0.017952652,0.019063424,0.021118172,0.015440951,0.017487152,0.017343832,0.018830964,0.01494363,0.013552998,0.011940347,0.017836071,0.017000162,0.020329786,0.021069075,0.026042274,0.026724296,0.02475524,0.023201715,0.014303047,0.01521172,0.014157198,0.013849673,0.017673676,0.014513499,0.017836785,0.017763701,0.021245849,0.029408035,0.016500031,0.014961095,0.014088523,0.015149292,0.013659844,0.017913968,0.017763893,0.016784323,0.019943094,0.014460729,0.019609821,0.019716604,0.021959306,0.024079779,0.033103242,0.028644502,0.030857964,0.034518667,0.016235856,0.016889085,0.018665296,0.018487604,0.022083496,0.021653851,0.014891136,0.019499193,0.019554969,0.020907484,0.019314589,0.015905334,0.02032391,0.024917574,0.021305277,0.029838651,0.03607704
Hypotaurine,0.015149566,0.013868632,0.01705067,0.009003364,0.008754045,0.00398224,0.007984058,0.013514848,0.008505527,0.007101364,0.015484707,0.016592597,0.014385806,0.006650079,0.015490358,0.008135851,0.004600646,0.003429609,0.010209564,0.009301286,0.006794216,0.006147057,0.007340103,0.010844383,0.009187645,0.009162894,0.008748872,0.010136265,0.006845591,0.006142492,0.010179585,0.007481903,0.007665902,0.005625198,0.010095643,0.011702123,0.014040602,0.005199977,0.013520489,0.008042563,0.012242761,0.012076294,0.011328564,0.010649708,0.00687295,0.005780844,0.009901063,0.00755767,0.008783709,0.015336516,0.008880988,0.014474791,0.011769654,0.0106307,0.008302623,0.008069734,0.003478052,0.005949189,0.010934655,0.008282879,0.013133218,0.01039648,0.01016449,0.006768347,0.006663283,0.006355869,0.005374704,0.004392721,0.006848669,0.003662161,0.003530915,0.00978024,0.004180408,0.007905962,0.004123351,0.005206531,0.010587204,0.009270617,0.011488781,0.012881808,0.007764409,0.006279742,0.007543826,0.008081103,0.011251983,0.008808124,0.006021117,0.006191008,0.003812004,0.008975365,0.013563832,0.009523295,0.007653105,0.006111325,0.00535444,0.005423489,0.007202202
Hypoxanthine,0.303802798,0.430319577,0.459256719,0.181855813,0.397000165,0.399722187,0.337373634,3.354039256,0.17094336,0.361270248,0.876533016,0.838446675,0.54372408,0.140143728,0.494151702,0.459520447,0.170713877,0.240537313,0.314529378,0.455972747,0.284682714,0.373116759,0.308067562,0.409899058,0.442234646,0.397863162,0.343690594,0.989775907,0.31404329,0.292333661,0.522509235,0.230353615,0.212684838,0.150122429,0.650550271,0.341039593,0.382238361,0.308160928,0.745730426,0.23318311,0.535948452,0.357234318,0.36085878,4.034334086,0.282066235,0.282104324,0.363794962,0.34347963,0.288145239,0.552103719,0.363335088,0.685305371,0.618986031,0.68823951,0.665089625,0.356767123,0.193979432,0.305980711,0.23890512,0.205661109,0.2912627,0.312846161,0.370984752,0.356280301,0.41449016,0.264437975,0.66914799,0.480859556,0.476606788,0.476717386,0.187883746,0.397505572,0.267060826,0.437131744,0.221986567,0.294236818,0.23836119,0.272347751,0.329452778,0.406195577,0.228425195,0.321247181,0.347155207,0.388105273,0.347881937,0.381308928,0.426422601,0.33518894,0.208725616,0.462337587,0.630949257,0.661713703,0.391206015,0.205525226,0.40746659,0.531142947,0.421147799
Indole-3-Acetamide,0.017095852,0.011400309,0.01542527,0.009566733,0.011099539,0.016425597,0.032884049,0.016161756,0.016497081,0.01906387,0.020181066,0.024375748,0.06053057,0.059938329,0.066981193,0.002751028,0.014092223,0.01537781,0.004833587,0.02540402,0.03558232,0.013903525,0.017460117,0.017855748,0.011143729,0.010610817,0.006262843,0.004767279,0.004393816,0.003420793,0.013528324,0.029797917,0.017902511,0.016431799,0.013362288,0.010924979,0.020428191,0.007899551,0.00553568,0.006798433,0.010662564,0.006677065,0.005767169,0.00935856,0.006755524,0.014233307,0.017742493,0.012554679,0.00973084,0.013717011,0.020377893,0.014451399,0.003477324,0.009530368,0.007114924,0.027626746,0.013746226,0.024563168,0.015353059,0.016983055,0.043533244,0.017891773,0.01631181,0.007261609,0.007809465,0.004485964,0.008061489,0.006036651,0.005795141,0.01068364,0.006659547,0.004098796,0.007043983,0.008986248,0.00830876,0.008350117,0.015972562,0.014186229,0.019167474,0.014506467,0.016864632,0.011462799,0.013809509,0.03247175,0.014960897,0.002938751,0.028795862,0.018841684,0.025840294,0.025701756,0.005840841,0.004297709,0.005154396,0.014026765,0.011571406,0.018172552,0.017628382
Indole-3-Acetate,0.014943093,0.016252995,0.016199096,0.033808787,0.030205427,0.020599043,0.023476271,0.012264466,0.010274445,0.012184795,0.016027547,0.019642412,0.03640445,0.037441197,0.037305459,0.004324738,0.017846767,0.01135607,0.012164636,0.014012602,0.019942427,0.021855717,0.02043145,0.017172381,0.015972981,0.015107713,0.022301565,0.015734034,0.016534601,0.016218113,0.009902057,0.011826973,0.008937863,0.006923015,0.00635376,0.103095129,0.027836854,0.025136431,0.017140316,0.022634719,0.023293847,0.019227441,0.006419476,0.020230332,0.019530942,0.013954148,0.012639617,0.011978077,0.038727419,0.03186124,0.03666234,0.029900889,0.010183529,0.014459253,0.012958327,0.019230508,0.015963916,0.010157267,0.01984978,0.034146402,0.04114707,0.017125452,0.034299358,0.019635805,0.018567866,0.015785142,0.015553596,0.028270241,0.01927398,0.014479966,0.01377424,0.019175188,0.014633169,0.025220208,0.020511387,0.013682439,0.014786399,0.030113438,0.016236889,0.006340548,0.035066485,0.013911318,0.041031095,0.029065727,0.015164642,0.005100575,0.124301839,0.057857563,0.040847584,0.056219925,0.018686064,0.014839858,0.02006329,0.020523202,0.020099581,0.042129894,0.021903997
Indole-3-Methyl Acetate,0,0,0,0,0,0,0,8.34E-04,0,0,0,0.00281962,0,0.001753594,0,0,0.002338642,0.002082718,0.00240417,0.002003773,0.003734989,0.001240245,0,8.86E-04,0,0,0.001306556,0.001134845,0.001389075,0.001602143,0,0,0,0.005143515,0,0,0,0.003298625,0.002016574,0.003445276,0.002756377,0.001818546,0.006426961,0.001604266,0,0.001016178,0.002063993,0,0,0.001266092,0.001853735,0,0,0,0,0,0,0,0.001577438,0,0,0,8.52E-04,0,0,0,0,0,0,0.001736146,0,0,0.001170867,0,0,0,0,0,0.001395464,0,0,0,0.002033731,0,0,0,0.001428513,0.001386045,0.001117175,0.001510583,0,0,0.001801709,0,0.001875821,0.00213257,0.00230636
Indoxyl Sulfate,0.740940651,0.60906231,0.941064045,0.265950327,0.578130534,0.856058928,2.641067491,0.781468115,0.925712151,0.764740787,0.97477221,1.234162852,3.841277939,3.883498073,3.589174042,0.059847053,0.639885777,0.609498866,0.223429332,1.6529815,1.79573043,0.727907657,1.130829819,1.002341345,0.434974856,0.270315367,0.182058518,0.194648374,0.190563754,0.094794682,0.827023581,1.383267529,0.863745063,0.789747719,0.748871934,0.578447071,1.267212259,0.361207117,0.396864327,0.283562142,0.644799099,0.360823737,0.194949277,0.481738052,0.301820505,1.058835367,0.724207576,0.690025804,0.338343501,0.682601604,0.89934063,0.674152654,0.078027794,0.378154051,0.138378094,1.429573818,0.462193564,1.350017179,0.720117669,0.8979159,2.859196382,0.780882888,0.855328727,0.252140311,0.432543112,0.267294153,0.309673203,0.230244536,0.160208644,0.532433289,0.274743302,0.16106929,0.255550319,0.547044747,0.36071129,0.280353633,0.651590592,0.84670774,1.295323157,0.688574053,0.955130985,0.694384571,0.768875192,2.47531992,0.90889752,0.072937934,2.129239777,1.063754514,1.404035722,1.315093085,0.251371042,0.1994158,0.185014369,0.792994397,0.641560287,1.059569637,0.908577379
Inosine,0.078015254,0.060535818,0.018938561,0.17855883,0.019323192,0.101580068,0.034243991,0.592460887,0.158913188,0.226233183,0.20582126,0.091750355,0.021123546,0.168838294,0.024297781,0.023379445,0.146763728,0.153602203,0.01446567,0.034904638,0.197423632,0.025534501,0.220806954,0.009898274,0.081172969,0.122322403,0.013333247,0.008934787,0.018059712,0.054398739,0.025624825,0.010922956,0.013649411,0.193938255,0.008132217,0.008253621,0.009856726,0.256564617,0.03612349,0.163097562,0.02337305,0.015668436,0.019024748,1.701069056,0.174285922,0.044872011,0.005351261,0.025827989,0.25831896,0.03087512,0.082798279,0.039293343,0.007690295,0.006293103,0.011132468,0.003593709,0.158169547,0.113227445,0.053340052,0.13379334,0.010494557,0.019256317,0.007216221,0.003622353,0.003111169,0.021243714,0.031902763,0.01924224,0.011127026,0.116497498,0.056298572,0.007085082,0.01478234,0.022685965,0.013680814,0.018899117,0.044700182,0.13565207,0.054386137,0.0233277,0.030737618,0.035044931,0.00555781,0.007715849,0.030770397,0.008565966,0.010837133,0.005481765,0.013098879,0.005085445,0.048005723,0.01843514,0.061758706,0.074385366,0.025565377,0.006055303,0.020613137
Isoleucine,2.302138637,2.315242693,2.667039196,1.661782557,3.072586558,2.514902068,2.284732988,2.710531725,2.00057285,2.299936656,2.205296571,2.320374755,3.001654346,2.234055343,2.68675314,2.003419698,1.792824328,1.621495182,2.308096054,1.619876183,1.454813356,2.082485895,2.585375372,2.201408247,2.579671986,2.456933088,2.138824668,2.52928592,2.431621562,2.593033755,2.066582632,1.809717083,2.180499857,1.591741136,2.961337059,2.335886881,2.59256953,1.934713188,1.882256074,1.400232755,1.972507531,1.721494064,1.61190203,2.218010515,2.13929214,2.749982736,2.933233404,2.998449899,2.328310091,2.358886941,2.540040462,2.259824224,2.525436522,2.334503845,2.506635077,2.466027148,2.468542195,1.982665465,1.615057847,1.752755505,2.291412704,2.260207409,1.861134448,2.303723805,2.700898082,2.269166746,2.380950974,2.339426698,2.202605072,2.516353776,3.293897299,2.505844097,2.490009027,2.080579236,1.954246325,2.088878179,3.235802601,3.158641589,2.12809882,1.89816691,2.400055368,2.369653745,1.799806482,2.327223857,1.592883057,2.042087213,2.318974014,1.911132752,1.52179277,2.074898866,1.344315387,1.75849176,1.628193288,1.641954463,2.108704608,1.900889513,1.880862993
Itaconate,0.001487845,0.00276454,0.008646429,0.005460883,0.00457821,0.002827696,0.011274763,0.005465103,0.004435822,0.001565768,0.004145629,0.00317158,0.004577941,0.003984185,0.003892211,0.002526242,0.003879829,0.002759502,0.003209257,0.00617343,0.005163087,0.002322826,0.005491,0.009389517,0.001736842,0.003372901,0.00196255,0.005019745,0.001445499,0.014961252,0.01111172,0.004885099,0.001879111,0.011821462,0.009300595,0.009375264,0.002020074,0.005221499,0.002366584,0.002701083,0.007438935,0.019577867,0.009745441,0.002779031,0.008929531,0.012460966,0.006656803,0.004843554,0.002352932,0.005248119,0.009067833,0.002563935,0.005545565,0.004776624,0.004695186,0.002228256,0.002256551,0.003731453,0.003235051,0.004430961,0.004537699,0.004843223,0.004523619,0.005257418,0.006589401,0.002122218,0.002354284,0.002330493,0.017216809,0.017251507,0.005077734,0.003128041,0.004944286,0.020405389,0.007287768,0.004490583,0.00279566,0.003962703,0.002228557,0.002977167,0.003257992,0.004557061,0.007941463,0.009271158,0.004728433,0.001887659,0.008416269,0.020950356,0.010057723,0.002440427,0.005612105,0.004785066,0.010572994,0.006429732,0.002235791,0.025088491,0.005280497
Kynurenine,0.034537881,0.038825979,0.037526436,0.042208572,0.064877897,0.033546399,0.033736405,0.027674371,0.038705671,0.030856005,0.035500046,0.050679578,0.049340306,0.051024183,0.056775924,0.028446895,0.034876881,0.046457507,0.038174379,0.049848827,0.031605919,0.034060579,0.043909981,0.034977199,0.038295836,0.03840388,0.037706905,0.037168297,0.042341575,0.042976773,0.035565654,0.039404904,0.045272077,0.03859297,0.044600668,0.048503107,0.045980941,0.030589481,0.032528759,0.029523338,0.028289503,0.029186908,0.024255065,0.023972785,0.040257508,0.033239801,0.023755894,0.030366792,0.031266026,0.041544578,0.047289143,0.039891181,0.042217106,0.045502324,0.052867266,0.044323315,0.045158913,0.039456091,0.025981495,0.02603113,0.036809361,0.031437495,0.040839658,0.044571979,0.048168304,0.041108223,0.040242637,0.041583967,0.035560215,0.04271446,0.047782014,0.04017741,0.029973072,0.037164798,0.040626922,0.045760196,0.030513547,0.026616263,0.024396553,0.028407807,0.035779285,0.02783477,0.030434575,0.040435713,0.029756776,0.025695441,0.034674391,0.035770243,0.031084125,0.035413076,0.031136643,0.039720045,0.042837909,0.028799269,0.032471048,0.039531162,0.035737189
L-Cysteic Acid,0.001267004,0.009845646,0.015827997,0.001562778,0.001508485,4.46E-04,4.63E-04,0.002614175,0.001265868,0.001459098,0.002308843,7.52E-04,0.003100482,0.001842229,7.65E-04,6.77E-04,0.001482792,0.003373319,0.001405324,0.00144814,0.001316106,7.20E-04,0.001402493,0.023819357,0.001002646,7.13E-04,0.001465939,0.012129662,0.00124529,0.009579426,0.007087952,0.001148782,0.001349308,0.002038371,0.012998155,0.001062021,8.61E-04,0.001088035,0.001016093,0.00121083,0.006501992,0.001013132,0.010768293,0.001484845,0.01614468,7.69E-04,0.001120081,0.001307818,0.001107036,9.84E-04,0.007059908,0.008316642,0.001363287,8.62E-04,8.71E-04,0.001077842,0.001730115,0.001379696,0.002525527,0.001125641,0.00123235,0.002210702,0.001318927,0.001281858,0.001126337,0.00125629,0.001139805,8.22E-04,7.87E-04,7.58E-04,0.001635653,0.003119776,0.00191853,9.67E-04,0.001837065,0.001578688,0.010076625,0.001188795,0.00100194,0.001880544,0.001099034,0.001492565,0.007124425,0.001013648,8.20E-04,0.001503104,8.00E-04,0.005079976,0.017173813,0.001311534,8.08E-04,0.005128367,0.011145643,0.009235459,7.79E-04,0.038909479,0.00118629
Lauroylcarnitine,0.042232379,0.025651973,0.015725322,0.031574303,0.029575893,0.035294826,0.0353536,0.034970262,0.013262072,0.024362077,0.007913375,0.006102529,0.058824312,0.02288507,0.049266073,0.060539793,0.064802083,0.048595118,0.014244828,0.003696325,0.011040993,0,0.022104887,0.013327784,0.016831731,0.034545516,0.01996411,0.008330692,0.011401874,0.026283022,0.007112843,0.021983984,0.038930132,0.005408217,0.026848952,0.022113045,0.025774768,0.038401798,0.007106092,0.019438457,0.007808777,0.019708774,0.037115159,0.007561476,0.057091115,0.015161321,0.006839675,0.008692274,0.024604496,0.018625918,0.016681057,0.021344522,0.024333727,0.020826463,0.023285535,0.016353047,0.032169139,0.007893628,0.022890116,0.036729357,0.006376154,0.02786103,0.024337164,0.02171623,0.005965728,0.052336564,0.019914121,0.030141357,0.025341368,0.029031852,0.049045538,0.02225525,0.021647335,0.031599675,0.007869878,0.046210895,0.018566369,0.004799244,0.021935739,0.015286733,0.041400671,0.024334351,0.008204422,0.011713157,0.027777729,0.034654288,0.048169848,0.035033622,0.035083094,0.040118962,0.022532417,0.028150675,0.051182193,0.041923031,0.00493241,0.007602323,0.008581602
Leucine,1.976994168,1.973392886,2.117942891,1.7322804,3.072586558,2.158311476,1.766483116,2.359527616,1.950936674,1.799828117,1.816966662,1.894060915,2.43490842,2.049891834,2.522676612,1.672364812,1.53268065,1.663048182,1.740701995,1.532385854,1.22440946,1.994120398,2.585375372,2.061318632,2.451754367,1.843699834,2.075472011,2.222705808,2.130180872,2.192483825,2.043559268,1.705101044,2.173852235,1.591741136,2.692124599,2.25992308,2.195320973,1.585945461,1.494945538,1.284188066,1.972507531,1.683530656,1.433339982,1.833788221,1.993361257,2.78817694,2.826956831,2.795547274,1.973413945,1.967230624,2.305575188,2.076595233,2.261584945,2.143498985,1.844477623,2.061760402,2.348125502,1.78106127,1.403925828,1.756210027,2.108910807,1.986804202,1.850055644,2.145937729,2.640430214,2.144258484,2.10943902,2.178086926,1.937508563,2.145088465,3.425653191,2.246618846,2.269121129,1.977080581,1.733185793,1.893977773,3.235802601,2.922280654,2.234996671,1.9310077,2.33954977,2.214629668,1.799806482,2.179127793,1.511117491,1.784822403,2.005273232,1.75487226,1.500893393,2.070280808,1.225357502,1.817960109,1.688753771,1.612243758,2.108704608,1.859028048,1.905134401
Lignoceric acid,0,0,0,0.001417046,0,0,0,0.001564148,0.001891549,0,0,0.002889398,0,0,0,0,0,0.001623045,0.002959097,0.002114357,0,0,0.001516038,0.001644824,0,0,0,0,0.001723684,0,0.00326468,0,0.002149296,0.002530991,0.003230819,0,0,0.002644984,0,0.003059896,0,0.004675585,0.001681877,0,0,0,0,0,0.002556578,0.002933948,0,0,0,0,0,0,0.00346143,0,0,0,0,0.003220874,0.003081503,0,0,0.002115128,0,0,0.002556206,0,0,0,0,0,0,0,0,0,0.001959067,0,0,0,0.003010132,0.003621444,0,0,0.002950985,0.003100324,0.002083235,0.001257058,0,0,0,0,0.003416082,0.002120024,0
Linoleic acid,1.043557422,0.27292922,1.215596323,0.537557924,0.538776613,1.216986393,0.587134785,0.841264389,0.19936665,0.834871626,0.33049334,0.393472493,0.436167448,0.69594527,0.44258843,2.524308819,0.705966605,0.753733851,1.029084231,0.292664743,0.841903463,0.172977545,0.320907639,0.40195861,0.202281996,1.061918601,0.37264968,0.51996779,0.492963869,0.692987835,0.925298346,0.524984499,0.845642222,0.294711004,1.050292298,0.610630852,0.504964709,1.118593424,1.371329114,1.116913884,1.578681329,0.86020264,0.91102737,1.081304496,0.985493127,0.468955555,0.170514809,0.316842882,0.62563321,0.760860218,0.278444022,0.661126225,1.110432556,0.462036622,0.527100518,1.430627127,0.764117056,1.196792021,0.424126497,0.412938233,0.331815931,0.472196132,0.516181309,0.748159524,0.879725407,0.611553093,0.91841354,0.698305875,0.682197463,1.064294635,0.168054884,0.626085085,0.920552002,1.610357337,0.562221976,0.270535717,0.329188814,0.349942079,0.428733394,0.851617351,0.704446213,0.901849453,0.206275119,0.520154112,0.909124563,1.72148258,0.620080901,0.356805299,0.748466533,0.477770348,0.485286009,0.485333989,0.657800087,1.980987541,0.290981402,0.329140969,0.281123105
Linolenic acid,0.079488803,0.021687056,0.09535046,0.034762001,0.031794973,0.067855466,0.024599917,0.036818092,0.011093499,0.040851196,0.020332242,0.025479011,0.025270468,0.036523671,0.026427324,0.163802435,0.04872838,0.040321218,0.055049598,0.020957254,0.058325905,0.008733452,0.025261904,0.02284738,0.017032508,0.078708972,0.016640433,0.037494742,0.026137912,0.029242468,0.030798234,0.039672771,0.063473821,0.028386499,0.106156445,0.055529953,0.048002924,0.046203514,0.08009665,0.03904071,0.072215037,0.068815313,0.071800079,0.064731949,0.055615872,0.023040862,0.009838853,0.014750534,0.037427509,0.067001961,0.019405174,0.049336199,0.0517442,0.022695378,0.027631689,0.06829514,0.070734134,0.063949048,0.044621239,0.018264125,0.038336904,0.028479547,0.038587279,0.044282874,0.055777945,0.035226411,0.058954884,0.050809996,0.049263904,0.06232885,0.01074952,0.041811484,0.021374768,0.062208963,0.014600714,0.007790436,0.014378926,0.022013272,0.023054806,0.057886469,0.031559036,0.044445217,0.011738302,0.03437224,0.045059016,0.097401709,0.028638572,0.028645573,0.053341141,0.035891507,0.01933728,0.017019432,0.034933399,0.096972765,0.016996078,0.024685802,0.016740214
Lithocholyltaurine,0.003460181,0.004313727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001466575,0,0,0.003693378,0.002771883,0.00200368,0.00202901,0,0.001154229,0,0.001528799,0,0,0,0,0.005053001,0.002568121,0.003156285,0,0,0,0,0.002355395,0.002678602,0.001903711,0.001993469,0,0,0,6.76E-04,0.002110289,0.001723712,0,0,0,0,0.002124744,0.002587432,0,0,0.003475581,0.002428187,0,0,0.002156356,0.002028993,0,0.003118095,0.002225316,0,0,0.002537297,0.001627824,0,0.003406395,0.003592861,0,0.001721649,0.001951115,0,0.00282889,0,0.002529428,0,0,0,0.003920424,0.002569187,0,0,0,0,0,0,0,0,0,0.002835959,0
Lysine,0.21068444,0.202646537,0.225552311,0.170763235,0.210735954,0.183657202,0.153803112,0.226803789,0.147204817,0.162545128,0.144466577,0.172507909,0.221598289,0.118413961,0.210490309,0.130695162,0.132258745,0.148370729,0.124624989,0.11912217,0.112207002,0.202512742,0.166756579,0.156087223,0.171371196,0.151380591,0.193429178,0.231496389,0.206045855,0.226063213,0.149809234,0.096154514,0.164563411,0.091471582,0.217492048,0.158620165,0.157022766,0.118404759,0.133966494,0.08019454,0.131231849,0.119986414,0.102237968,0.142032982,0.18041667,0.185417574,0.152249157,0.203631516,0.123542617,0.168725528,0.215096521,0.198484061,0.240627702,0.205477417,0.2133527,0.182242644,0.125125162,0.131090433,0.13781606,0.161133995,0.193642636,0.191361435,0.175997791,0.148926847,0.139400328,0.112450592,0.178376968,0.130305032,0.105542631,0.151398863,0.173175561,0.129150425,0.108780695,0.119377185,0.084516433,0.118451159,0.217869964,0.253687657,0.130301163,0.168890559,0.143388583,0.1864225,0.088694787,0.134653105,0.094810574,0.131981826,0.139963209,0.092396355,0.081706787,0.113252971,0.094244094,0.103978661,0.097115726,0.103776446,0.127056392,0.10632957,0.116551618
Malate,0.020282941,0.026419038,0.034447329,0.01366558,0.019326007,0.022588165,0.023258366,0.049833687,0.021663244,0.022476591,0.029352877,0.025585759,0.027424657,0.025576735,0.023249578,0.024596919,0.020936822,0.022940093,0.035593685,0.015585607,0.015872462,0.013586007,0.015275797,0.019546356,0.018152414,0.020263631,0.016681257,0.025899369,0.013994326,0.014590054,0.018874031,0.019276552,0.035439761,0.021995875,0.036880726,0.026796307,0.033882693,0.023826878,0.028277897,0.024987389,0.022607253,0.015404199,0.024576571,0.027839013,0.018829953,0.016962986,0.02214236,0.020131252,0.010027924,0.024815049,0.018338653,0.017722403,0.025785971,0.029584079,0.018270252,0.019176801,0.018371618,0.014454565,0.014593464,0.01266407,0.017801209,0.013540133,0.022119106,0.019319177,0.020501673,0.01913362,0.033646927,0.011985016,0.014838123,0.015470885,0.015044975,0.023077805,0.020535898,0.022502386,0.015865489,0.014975298,0.01511588,0.015818516,0.01658414,0.012488613,0.017421106,0.015929098,0.019241669,0.023377986,0.01275234,0.016784654,0.023825381,0.030299058,0.007842925,0.03654655,0.026950779,0.039300005,0.02050139,0.022663632,0.033037473,0.02097575,0.016775376
Maleamate,0.001901378,0.007056047,0.009014222,0.005351581,0.002566377,0.018142567,0.004977144,0.003867849,0.002900293,0.005872893,0.002750459,0.003115386,0.017615637,0.007295924,0.012258125,0.002529267,0.002147967,0.008178782,0.003193178,0.00521031,0.00367422,0.023827035,0.0028791,0.002836785,0.003270201,0.004279182,0.004381518,0.007005827,0.001731294,0.004546982,0.003424829,0.00251268,0.002026313,0.003277969,0.005558695,0.003105358,0.00228852,0.003846853,0.005048762,0.009150697,0.005435108,0.006443977,0.007405782,0.002186242,0.006454869,0.002733118,0.012463103,0.005825697,0.002685312,0.002423966,0.00304148,0.008334761,0.01313468,0.003016756,0.010899579,0.007210718,0.004304178,0.003300464,0.004043897,0.002701393,0.004522715,0.003315195,0.010940565,0.015919385,0.009787728,0.009640851,0.008737288,0.011573414,0.003235683,0.002306003,0.003281124,0.006505076,0.007321259,0.004823027,0.003181998,0.006231082,0.003682215,0.003103655,0.002729643,0.00264621,0.014505658,0.002707411,0.010957222,0.003520832,0.003552998,0.009951559,0.005283907,0.004233776,0.018609877,0.006409234,0.003192342,0.005852887,0.003328532,0.007672177,0.002892672,0.003635675,0.002057449
